axis,interval,lo,hi,mid,width,regime,aoa,h,drift,gamma,method,mean,std,max,ipfp_res,converged
mach,M1.40-1.50,1.4,1.5,1.45,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.008119608411138271,0.002315928079389592,0.010738855726427276,9.727837380069104e-08,True
mach,M1.40-1.50,1.4,1.5,1.45,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.017969684489217045,0.004957483009683274,0.023146745654890763,9.727837380069104e-08,True
mach,M1.40-1.50,1.4,1.5,1.45,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.01372921735598237,0.003942262046902549,0.017991343201243182,9.730406702601613e-08,True
mach,M1.40-1.50,1.4,1.5,1.45,0.1,attached,0.0,0.025,null,0.0001,FFD,0.008119608411138271,0.002315928079389592,0.010738855726427276,9.730406702601613e-08,True
mach,M1.40-1.50,1.4,1.5,1.45,0.1,attached,0.0,0.025,null,0.0001,Linear,0.017969684489217045,0.004957483009683274,0.023146745654890763,9.730406702601613e-08,True
mach,M1.50-1.60,1.5,1.6,1.55,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.011837194672618406,0.003498047002278803,0.015681396360432455,9.5522477039367e-08,True
mach,M1.50-1.60,1.5,1.6,1.55,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.007007788058198416,0.002003491796496803,0.009264277328499921,9.5522477039367e-08,True
mach,M1.50-1.60,1.5,1.6,1.55,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.013629918946952724,0.004067724618409451,0.017945154313329843,9.5522477039367e-08,True
mach,M1.50-1.60,1.5,1.6,1.55,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.011911484616031677,0.003550899197272432,0.015825598228679242,9.396842415299034e-08,True
mach,M1.50-1.60,1.5,1.6,1.55,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.007007788058198416,0.002003491796496803,0.009264277328499921,9.396842415299034e-08,True
mach,M1.50-1.60,1.5,1.6,1.55,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.013629918946952724,0.004067724618409451,0.017945154313329843,9.396842415299034e-08,True
mach,M1.50-1.60,1.5,1.6,1.55,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.011667109109052888,0.0034636719267242544,0.015465378827668241,8.916779847822909e-08,True
mach,M1.50-1.60,1.5,1.6,1.55,0.1,attached,0.0,0.025,null,0.0001,FFD,0.007007788058198416,0.002003491796496803,0.009264277328499921,8.916779847822909e-08,True
mach,M1.50-1.60,1.5,1.6,1.55,0.1,attached,0.0,0.025,null,0.0001,Linear,0.013629918946952724,0.004067724618409451,0.017945154313329843,8.916779847822909e-08,True
mach,M1.60-1.70,1.6,1.7,1.65,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.007535939592723925,0.002291141431569005,0.010027504114624924,9.556093516494002e-08,True
mach,M1.60-1.70,1.6,1.7,1.65,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.0035936623760147914,0.000981450784018302,0.004732849342751665,9.556093516494002e-08,True
mach,M1.60-1.70,1.6,1.7,1.65,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.009634788045739348,0.0030260250077747994,0.012914617706404435,9.556093516494002e-08,True
mach,M1.60-1.70,1.6,1.7,1.65,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.007881177049553914,0.0024269184589213273,0.010522611155133208,9.870120720734121e-08,True
mach,M1.60-1.70,1.6,1.7,1.65,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.0035936623760147914,0.000981450784018302,0.004732849342751665,9.870120720734121e-08,True
mach,M1.60-1.70,1.6,1.7,1.65,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.009634788045739348,0.0030260250077747994,0.012914617706404435,9.870120720734121e-08,True
mach,M1.60-1.70,1.6,1.7,1.65,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.007967987574720177,0.002443485242268497,0.010609698219767897,8.713810082383588e-06,False
mach,M1.60-1.70,1.6,1.7,1.65,0.1,attached,0.0,0.025,null,0.0001,FFD,0.0035936623760147914,0.000981450784018302,0.004732849342751665,8.713810082383588e-06,False
mach,M1.60-1.70,1.6,1.7,1.65,0.1,attached,0.0,0.025,null,0.0001,Linear,0.009634788045739348,0.0030260250077747994,0.012914617706404435,8.713810082383588e-06,False
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.00547825704069657,0.0016475311218852385,0.007299135661709261,4.249253358068472e-07,False
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.0020017354221536347,0.00031987544086078035,0.0023713187656462667,4.249253358068472e-07,False
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.007108803915660731,0.0023405808120781943,0.009696832329012037,4.249253358068472e-07,False
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.005748271806787186,0.0017690038398080277,0.007736050313555518,1.85057118073928e-07,False
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.0020017354221536347,0.00031987544086078035,0.0023713187656462667,1.85057118073928e-07,False
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.007108803915660731,0.0023405808120781943,0.009696832329012037,1.85057118073928e-07,False
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.005627767597651611,0.0017390004499361815,0.007576124980978048,1.552928005921217e-05,False
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,null,0.0001,FFD,0.0020017354221536347,0.00031987544086078035,0.0023713187656462667,1.552928005921217e-05,False
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,null,0.0001,Linear,0.007108803915660731,0.0023405808120781943,0.009696832329012037,1.552928005921217e-05,False
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.003913715305204766,0.001162887283731863,0.005162640525459994,4.2551338808038963e-07,False
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.0028197718357334343,0.0008040376602470623,0.0037564236356836165,4.2551338808038963e-07,False
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.005463829302184917,0.0018214132000801155,0.007526886286178236,4.2551338808038963e-07,False
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.004109784784975406,0.0012561767368089538,0.005466796912916351,9.84355210675858e-08,True
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.0028197718357334343,0.0008040376602470623,0.0037564236356836165,9.84355210675858e-08,True
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.005463829302184917,0.0018214132000801155,0.007526886286178236,9.84355210675858e-08,True
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.003971104218740537,0.0012114019151464913,0.005284814612758599,2.7126297581503422e-06,False
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,null,0.0001,FFD,0.0028197718357334343,0.0008040376602470623,0.0037564236356836165,2.7126297581503422e-06,False
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,null,0.0001,Linear,0.005463829302184917,0.0018214132000801155,0.007526886286178236,2.7126297581503422e-06,False
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.002514989701093102,0.000677485955975699,0.0032041471750042278,1.041335708507063e-05,False
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.001483122392445283,0.0003154137093013578,0.0018144826375754532,1.041335708507063e-05,False
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.003976337696807014,0.0012888757035341347,0.0054350762799010525,1.041335708507063e-05,False
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.002721816465468088,0.0007412029275817556,0.0034832173840990644,9.593894390036439e-08,True
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.001483122392445283,0.0003154137093013578,0.0018144826375754532,9.593894390036439e-08,True
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.003976337696807014,0.0012888757035341347,0.0054350762799010525,9.593894390036439e-08,True
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.0026733352546499532,0.0007500296237625263,0.003455732153116618,2.2509367170187033e-07,False
mach,M1.90-2.00,1.9,2.0,1.95,0.1,attached,0.0,0.025,null,0.0001,FFD,0.001483122392445283,0.0003154137093013578,0.0018144826375754532,2.2509367170187033e-07,False
