tol,t,variant,steps_to_tol,baseline_steps,speedup,steps_saved,per_step_ms
1.8170209401346632e-05,0.2,cold,4275,4275,1.0,0,1.1447014248823129
1.8170209401346632e-05,0.3,BaryCDI,315,4180,13.26984126984127,3865,0.8895579842212692
1.8170209401346632e-05,0.3,FFD,170,4180,24.58823529411765,4010,0.8911622442012646
1.8170209401346632e-05,0.3,Linear,815,4180,5.128834355828221,3365,0.8878287412212785
1.8170209401346632e-05,0.3,cold,4180,4180,1.0,0,1.1463235469443103
1.8170209401346632e-05,0.4,BaryCDI,305,4040,13.245901639344263,3735,0.8867196907285112
1.8170209401346632e-05,0.4,FFD,195,4040,20.71794871794872,3845,0.8917146773613733
1.8170209401346632e-05,0.4,Linear,880,4040,4.590909090909091,3160,0.8914071933345948
1.8170209401346632e-05,0.4,cold,4040,4040,1.0,0,1.1475942285256973
1.8170209401346632e-05,0.5,BaryCDI,295,3860,13.084745762711865,3565,0.8901626429441865
1.8170209401346632e-05,0.5,FFD,200,3860,19.3,3660,0.8933370255581541
1.8170209401346632e-05,0.5,Linear,790,3860,4.886075949367089,3070,0.8920246599353192
1.8170209401346632e-05,0.5,cold,3860,3860,1.0,0,1.147097592089421
1.8170209401346632e-05,0.6,BaryCDI,280,3770,13.464285714285714,3490,0.8871387981017766
1.8170209401346632e-05,0.6,FFD,200,3770,18.85,3570,0.88984437715373
1.8170209401346632e-05,0.6,Linear,720,3770,5.236111111111111,3050,0.8925978372844733
1.8170209401346632e-05,0.6,cold,3770,3770,1.0,0,1.1272488395294218
1.8170209401346632e-05,0.7,BaryCDI,230,3705,16.108695652173914,3475,0.8862151377866058
1.8170209401346632e-05,0.7,FFD,190,3705,19.5,3515,0.8966419972530028
1.8170209401346632e-05,0.7,Linear,650,3705,5.7,3055,0.8909830633474856
1.8170209401346632e-05,0.7,cold,3705,3705,1.0,0,1.1264903407518556
1.8170209401346632e-05,0.8,BaryCDI,185,3690,19.945945945945947,3505,0.8840403940357099
1.8170209401346632e-05,0.8,FFD,175,3690,21.085714285714285,3515,0.8905387050721766
1.8170209401346632e-05,0.8,Linear,345,3690,10.695652173913043,3345,0.8892710053119885
