tol,t,variant,steps_to_tol,baseline_steps,speedup,steps_saved,per_step_ms
1.7361282300365666e-05,0.8,BaryCDI,200,3725,18.625,3525,0.8840693290087838
1.7361282300365666e-05,0.8,FFD,200,3725,18.625,3525,0.8860442658993638
1.7361282300365666e-05,0.8,Linear,400,3725,9.3125,3325,0.8842466781975828
1.7361282300365666e-05,0.8,cold,3725,3725,1.0,0,1.118582566592514
1.7361282300365666e-05,0.9,BaryCDI,100,3650,36.5,3550,0.8824415284238389
1.7361282300365666e-05,0.9,FFD,100,3650,36.5,3550,0.8856123416565437
1.7361282300365666e-05,0.9,Linear,50,3650,73.0,3600,0.8844619710260366
1.7361282300365666e-05,0.9,cold,3650,3650,1.0,0,1.115713907791332
1.6959605767641806e-05,0.1,BaryCDI,125,4350,34.8,4225,0.8894742209622555
1.6959605767641806e-05,0.1,FFD,100,4350,43.5,4250,0.8897029984264908
1.6959605767641806e-05,0.1,Linear,125,4350,34.8,4225,0.889752309633261
1.6959605767641806e-05,0.1,cold,4350,4350,1.0,0,1.1462991698910234
1.6959605767641806e-05,0.2,BaryCDI,250,4325,17.3,4075,0.8901369304839962
1.6959605767641806e-05,0.2,FFD,150,4325,28.833333333333332,4175,0.8890807438027428
1.6959605767641806e-05,0.2,Linear,575,4325,7.521739130434782,3750,0.8885934506447253
1.6959605767641806e-05,0.2,cold,4325,4325,1.0,0,1.140096755047376
1.6959605767641806e-05,0.3,BaryCDI,350,4200,12.0,3850,0.8863925204072705
1.6959605767641806e-05,0.3,FFD,200,4200,21.0,4000,0.888023760235477
1.6959605767641806e-05,0.3,Linear,850,4200,4.9411764705882355,3350,0.888768142189188
1.6959605767641806e-05,0.3,cold,4200,4200,1.0,0,1.1361538612632216
1.6959605767641806e-05,0.4,BaryCDI,375,4075,10.866666666666667,3700,0.8876178376941818
1.6959605767641806e-05,0.4,FFD,225,4075,18.11111111111111,3850,0.8865364187411688
1.6959605767641806e-05,0.4,Linear,925,4075,4.405405405405405,3150,0.8870332245923603
1.6959605767641806e-05,0.4,cold,4075,4075,1.0,0,1.1336746533965592
1.6959605767641806e-05,0.5,BaryCDI,350,3900,11.142857142857142,3550,0.8856468065564441
1.6959605767641806e-05,0.5,FFD,225,3900,17.333333333333332,3675,0.8862714198621103
1.6959605767641806e-05,0.5,Linear,875,3900,4.457142857142857,3025,0.8856319809827392
1.6959605767641806e-05,0.5,cold,3900,3900,1.0,0,1.1289352217149293
1.6959605767641806e-05,0.6,BaryCDI,350,3825,10.928571428571429,3475,0.8842028594586503
1.6959605767641806e-05,0.6,FFD,225,3825,17.0,3600,0.886777171577124
1.6959605767641806e-05,0.6,Linear,825,3825,4.636363636363637,3000,0.8869842382261462
1.6959605767641806e-05,0.6,cold,3825,3825,1.0,0,1.1248504271576751
1.6959605767641806e-05,0.7,BaryCDI,275,3825,13.909090909090908,3550,0.8843524318163086
1.6959605767641806e-05,0.7,FFD,225,3825,17.0,3600,0.8864962122067302
1.6959605767641806e-05,0.7,Linear,700,3825,5.464285714285714,3125,0.8862126238492071
1.6959605767641806e-05,0.7,cold,3825,3825,1.0,0,1.1208863688164017
1.6959605767641806e-05,0.8,BaryCDI,225,3750,16.666666666666668,3525,0.8840693290087838
1.6959605767641806e-05,0.8,FFD,200,3750,18.75,3550,0.8860442658993638
1.6959605767641806e-05,0.8,Linear,425,3750,8.823529411764707,3325,0.8842466781975828
1.6959605767641806e-05,0.8,cold,3750,3750,1.0,0,1.118582566592514
1.6959605767641806e-05,0.9,BaryCDI,100,3650,36.5,3550,0.8824415284238389
1.6959605767641806e-05,0.9,FFD,100,3650,36.5,3550,0.8856123416565437
1.6959605767641806e-05,0.9,Linear,50,3650,73.0,3600,0.8844619710260366
1.6959605767641806e-05,0.9,cold,3650,3650,1.0,0,1.115713907791332
1.6567222559808947e-05,0.1,BaryCDI,150,4350,29.0,4200,0.8894742209622555
1.6567222559808947e-05,0.1,FFD,125,4350,34.8,4225,0.8897029984264908
1.6567222559808947e-05,0.1,Linear,200,4350,21.75,4150,0.889752309633261
1.6567222559808947e-05,0.1,cold,4350,4350,1.0,0,1.1462991698910234
1.6567222559808947e-05,0.2,BaryCDI,250,4350,17.4,4100,0.8901369304839962
1.6567222559808947e-05,0.2,FFD,175,4350,24.857142857142858,4175,0.8890807438027428
1.6567222559808947e-05,0.2,Linear,575,4350,7.565217391304348,3775,0.8885934506447253
1.6567222559808947e-05,0.2,cold,4350,4350,1.0,0,1.140096755047376
1.6567222559808947e-05,0.3,BaryCDI,350,4325,12.357142857142858,3975,0.8863925204072705
1.6567222559808947e-05,0.3,FFD,200,4325,21.625,4125,0.888023760235477
1.6567222559808947e-05,0.3,Linear,875,4325,4.942857142857143,3450,0.888768142189188
1.6567222559808947e-05,0.3,cold,4325,4325,1.0,0,1.1361538612632216
1.6567222559808947e-05,0.4,BaryCDI,400,4175,10.4375,3775,0.8876178376941818
1.6567222559808947e-05,0.4,FFD,225,4175,18.555555555555557,3950,0.8865364187411688
1.6567222559808947e-05,0.4,Linear,950,4175,4.394736842105263,3225,0.8870332245923603
1.6567222559808947e-05,0.4,cold,4175,4175,1.0,0,1.1336746533965592
1.6567222559808947e-05,0.5,BaryCDI,375,3950,10.533333333333333,3575,0.8856468065564441
1.6567222559808947e-05,0.5,FFD,225,3950,17.555555555555557,3725,0.8862714198621103
1.6567222559808947e-05,0.5,Linear,900,3950,4.388888888888889,3050,0.8856319809827392
1.6567222559808947e-05,0.5,cold,3950,3950,1.0,0,1.1289352217149293
1.6567222559808947e-05,0.6,BaryCDI,350,3850,11.0,3500,0.8842028594586503
1.6567222559808947e-05,0.6,FFD,225,3850,17.11111111111111,3625,0.886777171577124
1.6567222559808947e-05,0.6,Linear,900,3850,4.277777777777778,2950,0.8869842382261462
1.6567222559808947e-05,0.6,cold,3850,3850,1.0,0,1.1248504271576751
1.6567222559808947e-05,0.7,BaryCDI,300,3825,12.75,3525,0.8843524318163086
1.6567222559808947e-05,0.7,FFD,225,3825,17.0,3600,0.8864962122067302
1.6567222559808947e-05,0.7,Linear,725,3825,5.275862068965517,3100,0.8862126238492071
1.6567222559808947e-05,0.7,cold,3825,3825,1.0,0,1.1208863688164017
1.6567222559808947e-05,0.8,BaryCDI,225,3775,16.77777777777778,3550,0.8840693290087838
1.6567222559808947e-05,0.8,FFD,200,3775,18.875,3575,0.8860442658993638
1.6567222559808947e-05,0.8,Linear,450,3775,8.38888888888889,3325,0.8842466781975828
1.6567222559808947e-05,0.8,cold,3775,3775,1.0,0,1.118582566592514
1.6567222559808947e-05,0.9,BaryCDI,100,3675,36.75,3575,0.8824415284238389
1.6567222559808947e-05,0.9,FFD,100,3675,36.75,3575,0.8856123416565437
1.6567222559808947e-05,0.9,Linear,50,3675,73.5,3625,0.8844619710260366
1.6567222559808947e-05,0.9,cold,3675,3675,1.0,0,1.115713907791332
1.6183917663341224e-05,0.1,BaryCDI,150,4525,30.166666666666668,4375,0.8894742209622555
1.6183917663341224e-05,0.1,FFD,125,4525,36.2,4400,0.8897029984264908
1.6183917663341224e-05,0.1,Linear,200,4525,22.625,4325,0.889752309633261
1.6183917663341224e-05,0.1,cold,4525,4525,1.0,0,1.1462991698910234
1.6183917663341224e-05,0.2,BaryCDI,275,4375,15.909090909090908,4100,0.8901369304839962
1.6183917663341224e-05,0.2,FFD,175,4375,25.0,4200,0.8890807438027428
1.6183917663341224e-05,0.2,Linear,600,4375,7.291666666666667,3775,0.8885934506447253
1.6183917663341224e-05,0.2,cold,4375,4375,1.0,0,1.140096755047376
1.6183917663341224e-05,0.3,BaryCDI,375,4350,11.6,3975,0.8863925204072705
1.6183917663341224e-05,0.3,FFD,200,4350,21.75,4150,0.888023760235477
1.6183917663341224e-05,0.3,Linear,900,4350,4.833333333333333,3450,0.888768142189188
1.6183917663341224e-05,0.3,cold,4350,4350,1.0,0,1.1361538612632216
1.6183917663341224e-05,0.4,BaryCDI,425,4175,9.823529411764707,3750,0.8876178376941818
1.6183917663341224e-05,0.4,FFD,225,4175,18.555555555555557,3950,0.8865364187411688
1.6183917663341224e-05,0.4,Linear,975,4175,4.282051282051282,3200,0.8870332245923603
1.6183917663341224e-05,0.4,cold,4175,4175,1.0,0,1.1336746533965592
1.6183917663341224e-05,0.5,BaryCDI,375,3975,10.6,3600,0.8856468065564441
1.6183917663341224e-05,0.5,FFD,250,3975,15.9,3725,0.8862714198621103
1.6183917663341224e-05,0.5,Linear,975,3975,4.076923076923077,3000,0.8856319809827392
1.6183917663341224e-05,0.5,cold,3975,3975,1.0,0,1.1289352217149293
1.6183917663341224e-05,0.6,BaryCDI,350,3875,11.071428571428571,3525,0.8842028594586503
1.6183917663341224e-05,0.6,FFD,250,3875,15.5,3625,0.886777171577124
1.6183917663341224e-05,0.6,Linear,925,3875,4.1891891891891895,2950,0.8869842382261462
1.6183917663341224e-05,0.6,cold,3875,3875,1.0,0,1.1248504271576751
1.6183917663341224e-05,0.7,BaryCDI,300,3875,12.916666666666666,3575,0.8843524318163086
1.6183917663341224e-05,0.7,FFD,225,3875,17.22222222222222,3650,0.8864962122067302
1.6183917663341224e-05,0.7,Linear,800,3875,4.84375,3075,0.8862126238492071
1.6183917663341224e-05,0.7,cold,3875,3875,1.0,0,1.1208863688164017
1.6183917663341224e-05,0.8,BaryCDI,225,3850,17.11111111111111,3625,0.8840693290087838
1.6183917663341224e-05,0.8,FFD,200,3850,19.25,3650,0.8860442658993638
1.6183917663341224e-05,0.8,Linear,475,3850,8.105263157894736,3375,0.8842466781975828
