hmode,drift,gamma,n_stages,BaryCDI_l2_mean,Linear_l2_mean,FFD_l2_mean,BaryCDI_linf_max,Linear_linf_max,FFD_linf_max,BaryCDI_w2_mean,Linear_w2_mean,FFD_w2_mean,BaryCDI_offline_s,BaryCDI_recon_s,BaryCDI_total_s,FFD_offline_s,FFD_recon_s,FFD_total_s,Linear_recon_s,interp_setup_s,interp_s,ipfp_res,ipfp_converged,ipfp_iters,ipfp_time_s,gate_T,gate_S,disp_T,den_T_max,path
det,ffd,1e-06,18,0.004364063171402875,0.008375427552293764,0.0020305250872881546,0.12493766672739515,0.12418022155761754,0.12133426887812693,0.023949826157834565,0.04863431468896161,0.019846657781363082,207.00236550701084,0.22887028200784698,207.23123578901868,25.82916494301753,0.1756276749947574,26.00479261801229,0.0008469479798804969,0.0010767749918159097,0.40642442399985157,8.622759537502134e-06,False,8210,207.00236550701084,1198,1693,0.006227853337323336,3.8835192571187798e+177,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin1e-06
det,ffd,2e-06,17,0.004255336136156239,0.008375427552293764,0.0020305250872881546,0.12213974176976361,0.12418022155761754,0.12133426887812693,0.024173468495564822,0.04863431468896161,0.019846657781363082,200.78202794492245,0.2603871561586857,201.04241510108113,26.853749480098486,0.2086133030243218,27.062362783122808,0.0010514031164348125,0.0010805563069880009,0.4711364032700658,3.5610415238807036e-06,False,7210,200.78202794492245,1359,1327,0.006126825498363973,5.239844372084954e+186,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin2e-06
det,ffd,5e-06,16,0.004086314859636329,0.008375427552293764,0.0020305250872881546,0.11674552637518953,0.12418022155761754,0.12133426887812693,0.02515336287175153,0.04863431468896161,0.019846657781363082,179.21054167998955,0.27368105482310057,179.48422273481265,26.410262984223664,0.17626006295904517,26.58652304718271,0.0008803983218967915,0.001087138894945383,0.4519114992581308,1.9098774828307796e-07,False,6210,179.21054167998955,1467,1298,0.005911588949574991,1.5694537423898016e+188,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin5e-06
det,ffd,1e-05,15,0.003952141874991146,0.008375427552293764,0.0020305250872881546,0.11254177894577122,0.12418022155761754,0.12133426887812693,0.02624675903384285,0.04863431468896161,0.019846657781363082,164.18109864500002,0.2746131780149881,164.455711823015,25.677687132003484,0.17658490501344204,25.854272037016926,0.0008436520001851022,0.0011280920007266104,0.4531750050082337,9.839197900873842e-08,True,5210,164.18109864500002,1439,1278,0.005671307163139589,4.345672581824457e+174,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin1e-05
det,ffd,2e-05,14,0.0038626314217200075,0.008375427552293764,0.0020305250872881546,0.10852322179060092,0.12418022155761754,0.12133426887812693,0.02750993917686836,0.04863431468896161,0.019846657781363082,156.7820545649156,0.27889379020780325,157.0609483551234,28.749216394964606,0.17676585307344794,28.925982248038054,0.0008932370692491531,0.0010787369683384895,0.45763458078727126,2.435494366181956e-07,False,4276,156.7820545649156,1417,1243,0.005353897784390218,3.006066763521601e+160,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin2e-05
det,ffd,5e-05,13,0.003730591933843345,0.008375427552293764,0.0020305250872881546,0.10255220099139217,0.12418022155761754,0.12133426887812693,0.02803922831480972,0.04863431468896161,0.019846657781363082,138.94171692617238,0.22908264212310314,139.17079956829548,26.356134854257107,0.1759841237217188,26.532118977978826,0.0008904538117349148,0.0010854369029402733,0.4070459119975567,9.625102848076494e-08,True,3276,138.94171692617238,1401,1200,0.004833058023073066,6.921913781580778e+139,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin5e-05
det,ffd,0.0001,12,0.0036756689046668683,0.008375427552293764,0.0020305250872881546,0.09957253300912194,0.12418022155761754,0.12133426887812693,0.028343892850477764,0.04863431468896161,0.019846657781363082,132.39573421500972,0.27658022299874574,132.67231443800847,25.62207785100327,0.17662644598749466,25.798704296990763,0.0008513240027241409,0.0011254269920755178,0.45518786701723,9.491273544881551e-08,True,2823,132.39573421500972,1329,1083,0.004453282573346747,3.598219641754004e+122,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin0.0001
det,ffd,0.0002,11,0.0036480004365154273,0.008375427552293764,0.0020305250872881546,0.09692955481199261,0.12418022155761754,0.12133426887812693,0.028770697661752442,0.04863431468896161,0.019846657781363082,122.95092150615528,0.2994692507199943,123.25039075687528,28.597174679860473,0.211118770763278,28.80829345062375,0.001022872980684042,0.0011007101275026798,0.5127146802842617,9.746369755703199e-08,True,2030,122.95092150615528,1170,947,0.004293810481259643,6.061695584053491e+103,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin0.0002
det,ffd,0.0005,10,0.003692867015235687,0.008375427552293764,0.0020305250872881546,0.11306845169109536,0.12418022155761754,0.12133426887812693,0.029673177722720965,0.04863431468896161,0.019846657781363082,112.99799937941134,0.26288759196177125,113.26088697137311,26.48298309929669,0.17514260299503803,26.658125702291727,0.0008809682913124561,0.0010889018885791302,0.4400033000856638,9.861670946520462e-08,True,1426,112.99799937941134,860,634,0.005041169073156623,4.0775968790336487e+77,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin0.0005
det,ffd,0.001,9,0.003832021529523307,0.008375427552293764,0.0020305250872881546,0.12568200046087252,0.12418022155761754,0.12133426887812693,0.030608404168422587,0.04863431468896161,0.019846657781363082,107.12135721699451,0.27116079899133183,107.39251801598584,25.594695834006416,0.1751509409805294,25.769846774986945,0.0008312640129588544,0.001081060996511951,0.44822675798786804,9.700568170956103e-08,True,971,107.12135721699451,488,331,0.007069067515470768,9.30723310393341e+57,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin0.001
det,ffd,0.002,8,0.004100014443227343,0.008375427552293764,0.0020305250872881546,0.15850979713988256,0.12418022155761754,0.12133426887812693,0.031493144646295476,0.04863431468896161,0.019846657781363082,102.8845150261186,0.2552366522140801,103.13975167833269,26.95681677898392,0.20992197608575225,27.166738755069673,0.001038155984133482,0.0010884720832109451,0.4672942589968443,9.562424452269624e-08,True,639,102.8845150261186,55,86,0.011016180382371194,5.356543820634953e+39,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin0.002
det,ffd,0.005,7,0.004753065383333913,0.008375427552293764,0.0020305250872881546,0.17287805460462025,0.12418022155761754,0.12133426887812693,0.033044519153110956,0.04863431468896161,0.019846657781363082,96.87074379622936,0.2742023807950318,97.1449461770244,26.242443122901022,0.17325715674087405,26.415700279641896,0.0008870768360793591,0.001082311850041151,0.44943212205544114,9.759055075164724e-08,True,369,96.87074379622936,0,0,0.016908009928181287,2.0515539837167813e+20,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin0.005
det,ffd,0.01,6,0.005827614743810126,0.008375427552293764,0.0020305250872881546,0.1883998974448673,0.12418022155761754,0.12133426887812693,0.0407172195109968,0.04863431468896161,0.019846657781363082,89.95936149699264,0.2685462550143711,90.22790775200701,25.810721758985892,0.17417621801723726,25.98489797700313,0.0008407779969274998,0.0011136389803141356,0.4446836900024209,9.624071140024171e-08,True,194,89.95936149699264,0,0,0.01738088238033206,26959701315.497734,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin0.01
det,ffd,0.02,5,0.007678784718230691,0.008375427552293764,0.0020305250872881546,0.19803033050591168,0.12418022155761754,0.12133426887812693,0.060289562545134734,0.04863431468896161,0.019846657781363082,83.57159472629428,0.29219004791229963,83.86378477420658,29.065551387146115,0.21307119401171803,29.278622581157833,0.0010578450746834278,0.0011572656221687794,0.5074793589301407,9.009938040094312e-08,True,121,83.57159472629428,0,0,0.018676587294607448,23391.60961241685,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin0.02
det,ffd,0.05,4,0.011705654466816845,0.008375427552293764,0.0020305250872881546,0.32228123610328296,0.12418022155761754,0.12133426887812693,0.1331238732194081,0.04863431468896161,0.019846657781363082,74.64449764695019,0.26679121097549796,74.91128885792568,26.140592026989907,0.1736474190838635,26.31423944607377,0.0008833231404423714,0.0010857782326638699,0.442410986404866,6.973391798422227e-08,True,67,74.64449764695019,0,0,0.04407066456216862,14.263212501001103,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin0.05
det,ffd,0.1,3,0.015693688333960256,0.008375427552293764,0.0020305250872881546,0.360770888324792,0.12418022155761754,0.12133426887812693,0.2221137912501885,0.04863431468896161,0.019846657781363082,62.533522893994814,0.21089802900678478,62.7444209230016,25.83385658901534,0.17462104800506495,26.008477637020405,0.0008135569805745035,0.0010727079934440553,0.38740799599327147,6.379675632217641e-08,True,37,62.533522893994814,0,0,0.0990318526541642,4.855810823889403,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin0.1
det,ffd,0.2,2,0.01957388903232798,0.008375427552293764,0.0020305250872881546,0.3800794332193185,0.12418022155761754,0.12133426887812693,0.2726404050623545,0.04863431468896161,0.019846657781363082,48.57965652504936,0.2074955408461392,48.7871520658955,28.661208725068718,0.17550951382145286,28.83671823889017,0.0008918950334191322,0.001109112985432148,0.3850121023133397,4.271982412262787e-08,True,19,48.57965652504936,0,0,0.19137037085814487,2.4199909797052426,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin0.2
det,ffd,0.5,1,0.024123169198536486,0.008375427552293764,0.0020305250872881546,0.3896784698227638,0.12418022155761754,0.12133426887812693,0.2701635967668141,0.04863431468896161,0.019846657781363082,31.260396556928754,0.2049210541881621,31.465317611116916,26.373222910799086,0.17670205561444163,26.549924966413528,0.0008837827481329441,0.0011254376731812954,0.3836359060369432,5.655772739032727e-09,True,8,31.260396556928754,0,0,0.3547672617950657,1.2534352501031238,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_ffd/gmin0.5
det,null,1e-06,18,0.014300087479009694,0.008375427552293764,nan,0.2853108000008624,0.12418022155761754,nan,0.13839233405495957,0.04863431468896161,nan,109.60682544898009,0.2442406520131044,109.8510661009932,nan,nan,nan,0.00027753898757509887,0.0010754310060292482,0.2455954150063917,0.6434970879593038,False,8860,109.60682544898009,0,0,0.04098278734421317,4.750451471111777e+100,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_null/gmin1e-06
det,null,2e-06,17,0.014244016159569502,0.008375427552293764,nan,0.2923108590965713,0.12418022155761754,nan,0.13916208903551003,0.04863431468896161,nan,108.25642988272011,0.30657139187678695,108.5630012745969,nan,nan,nan,0.0003346349112689495,0.0010913060978055,0.30799964675679803,0.6640246708803375,False,7860,108.25642988272011,0,0,0.030935624091639358,2.968080146355018e+95,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_null/gmin2e-06
det,null,5e-06,16,0.0134325427511532,0.008375427552293764,nan,0.2664781168702559,0.12418022155761754,nan,0.1391709680188049,0.04863431468896161,nan,103.39216030715033,0.24091891525313258,103.63307922240347,nan,nan,nan,0.00022846506908535957,0.0010776449926197529,0.24222723813727498,1.2528905686301641,False,6860,103.39216030715033,0,0,0.01829748396950221,2.189273604125272e+91,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_null/gmin5e-06
det,null,1e-05,15,0.011629519631526544,0.008375427552293764,nan,0.28680859940188785,0.12418022155761754,nan,0.1322316964996859,0.04863431468896161,nan,100.780898188008,0.285268809995614,101.06616699800361,nan,nan,nan,0.0002291149867232889,0.0010822619951795787,0.2865822809981182,1.0305551746265422,False,5860,100.780898188008,0,0,0.007168113952305694,1.0448812183071944e+81,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_null/gmin1e-05
det,null,2e-05,14,0.0073763901627942425,0.008375427552293764,nan,0.1730457408479431,0.12418022155761754,nan,0.1439027746965029,0.04863431468896161,nan,99.66786948312074,0.31230914779007435,99.98017863091081,nan,nan,nan,0.00032017286866903305,0.0010774252004921436,0.313708980102092,1.2880684471431891,False,4860,99.66786948312074,0,0,0.006919519896782915,1.102506083010901e+77,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_null/gmin2e-05
det,null,5e-05,13,0.003746777120833799,0.008375427552293764,nan,0.12593826759441074,0.12418022155761754,nan,0.08910299683545027,0.04863431468896161,nan,96.04582651192322,0.2257741498760879,96.27160066179931,nan,nan,nan,0.0002393508329987526,0.0010781860910356045,0.22709399973973632,0.015173254485688403,False,3860,96.04582651192322,0,0,0.005387855553358511,1.0363752791763875e+178,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_null/gmin5e-05
det,null,0.0001,12,0.0036437568381726543,0.008375427552293764,nan,0.09366986132448618,0.12418022155761754,nan,0.03336049087454531,0.04863431468896161,nan,92.91763444797834,0.22053833500831388,93.13817278298666,nan,nan,nan,0.00022663199342787266,0.001076001994078979,0.22184274197206832,9.251706956092676e-08,True,2860,92.91763444797834,0,0,0.005884825741177559,1.0503804279272142e+116,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_null/gmin0.0001
det,null,0.0002,11,0.003617271887410132,0.008375427552293764,nan,0.10094085655840024,0.12418022155761754,nan,0.03362591078438181,0.04863431468896161,nan,91.79275241028517,0.27623382303863764,92.06898623332381,nan,nan,nan,0.00033340277150273323,0.0010870886035263538,0.27765661757439375,9.989651061914628e-08,True,2156,91.79275241028517,0,0,0.006828010897319773,1.0504482024275969e+89,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_null/gmin0.0002
det,null,0.0005,10,0.0035735648065702763,0.008375427552293764,nan,0.11764184618087548,0.12418022155761754,nan,0.03348622496081985,0.04863431468896161,nan,88.37803138513118,0.22115600388497114,88.59918738901615,nan,nan,nan,0.0002465518191456795,0.0010775248520076275,0.22248260490596294,9.963079605768144e-08,True,1510,88.37803138513118,0,0,0.009283462204906771,4.50392449001624e+62,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_null/gmin0.0005
det,null,0.001,9,0.0036332338385198365,0.008375427552293764,nan,0.12714905218060402,0.12418022155761754,nan,0.033545212240542105,0.04863431468896161,nan,85.99979967900435,0.27112091999151744,86.27092059899587,nan,nan,nan,0.0011134700034745038,0.0011011010210495442,0.27333751300466247,9.706727155389672e-08,True,1055,85.99979967900435,0,0,0.012804528685307036,5.686294428788997e+44,outputs/Mach_interpolation/diamond/iso/hessian/det/drift_null/gmin0.001
