axis,interval,lo,hi,mid,width,regime,aoa,h,drift,gamma,method,mean,std,max,ipfp_res,converged
mach,M1.60-1.70,1.6,1.7,1.65,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.006620129002678064,0.002488770004221275,0.010001539509482233,9.969947001309265e-08,True
mach,M1.60-1.70,1.6,1.7,1.65,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.00903601512107888,0.002738970553396401,0.011586829369127413,9.969947001309265e-08,True
mach,M1.60-1.70,1.6,1.7,1.65,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.01001128897777938,0.002662178362160381,0.012642353476195963,9.627262897993205e-08,True
mach,M1.60-1.70,1.6,1.7,1.65,0.1,attached,0.0,0.025,null,0.0001,FFD,0.006620129002678064,0.002488770004221275,0.010001539509482233,9.627262897993205e-08,True
mach,M1.60-1.70,1.6,1.7,1.65,0.1,attached,0.0,0.025,null,0.0001,Linear,0.00903601512107888,0.002738970553396401,0.011586829369127413,9.627262897993205e-08,True
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.0067644847615731234,0.0015064240276987137,0.008155074532271558,9.59643315923131e-08,True
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.004461160087830223,0.0009436818004165424,0.005306063015505113,9.59643315923131e-08,True
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.00790744464315251,0.0025245232440873006,0.010626011060668619,9.59643315923131e-08,True
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.0071915166797434,0.0017255321443955906,0.008912280834277763,9.85721015922536e-08,True
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.004461160087830221,0.0009436818004165424,0.005306063015505113,9.85721015922536e-08,True
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,ffd,0.0001,Linear,0.00790744464315251,0.0025245232440873006,0.010626011060668619,9.85721015922536e-08,True
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,null,0.0001,BaryCDI,0.007476684530866271,0.001564541452480168,0.008749409473996684,3.989832663364723e-06,False
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,null,0.0001,FFD,0.0044611600876320575,0.000943681800355759,0.005306063015137277,3.989832663364723e-06,False
mach,M1.70-1.80,1.7,1.8,1.75,0.1,attached,0.0,0.025,null,0.0001,Linear,0.00790744464315251,0.0025245232440873006,0.010626011060668619,3.989832663364723e-06,False
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,BaryCDI,0.005483099469759523,0.001338814199243839,0.00698165058728878,1.550617884760186e-06,False
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,FFD,0.0034085003268596965,0.0007351852515713243,0.0042088128613380835,1.550617884760186e-06,False
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,SBsquared_exact+ffd,0.0001,Linear,0.006111940380036422,0.0019097062294789178,0.008311480738139499,1.550617884760186e-06,False
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,ffd,0.0001,BaryCDI,0.006353427633091755,0.00169485523644888,0.008240973683254273,9.94717979097004e-08,True
mach,M1.80-1.90,1.8,1.9,1.85,0.1,attached,0.0,0.025,ffd,0.0001,FFD,0.0034085003268596965,0.0007351852515713243,0.0042088128613380835,9.94717979097004e-08,True
